variavel|descricao_var|codigo|descricao_cod
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252725|Analista de Gestao de Estoque
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253105|Relacoes Publicas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253110|Redator de Publicidade
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253115|Agente Publicitario
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253120|Analista de Negocios
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253125|Analista de Pesquisa de Mercado
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253130|Diretor de Criacao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253135|Diretor de Contas (Publicidade)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253140|Diretor de Arte (Publicidade)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253145|Diretor de Midia (Publicidade)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253150|Agenciador de Propaganda (A)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253205|Gerente de Captacao (Fundos e Investimentos Institucionais)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253210|Gerente de Clientes Especiais (Private)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253215|Gerente de Contas - Pessoa Fisica e Juridica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253220|Gerente de Grandes Contas (Corporate)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253225|Operador de Negocios
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253305|Corretor de Valores, Ativos Financeiros, Mercadorias e Derivativos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253405|Analista De Mídias Sociais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|253410|Influenciador Digital
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254105|Auditor-Fiscal da Receita Federal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254110|Tecnico da Receita Federal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254205|Auditor-Fiscal da Previdencia Social
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254305|Auditor-Fiscal do Trabalho
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254310|Agente de Higiene e Seguranca
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254405|Fiscal de Tributos Estadual
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254410|Fiscal de Tributos Municipal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254415|Tecnico de Tributos Estadual
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254420|Tecnico de Tributos Municipal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|254505|Fiscal de Atividades Urbanas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261105|Arquivista Pesquisador (Jornalismo)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261110|Assessor de Imprensa
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261115|Diretor de Redacao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261120|Editor
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261125|Jornalista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261130|Produtor de Texto
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261135|Reporter (Exclusive Radio e Televisao)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261140|Revisor de Texto
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261205|Bibliotecario
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261210|Documentalista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261215|Analista de Informacoes (Pesquisador de Informacoes de Rede)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261305|Arquivista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261310|Museologo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261405|Filologo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261410|Interprete
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261415|Linguista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261420|Tradutor
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261425|Intérprete de Língua de Sinais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261430|Audiodescritor
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261505|Autor-Roteirista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261510|Critico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261515|Escritor de Ficcao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261520|Escritor de nao Ficcao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261525|Poeta
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261530|Redator de Textos Tecnicos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261605|Editor de Jornal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261610|Editor de Livro
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261615|Editor de Midia Eletronica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261620|Editor de Revista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261625|Editor de Revista Cientifica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261705|Ancora de Radio e Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261710|Comentarista de Radio e Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261715|Locutor de Radio e Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261720|Locutor Publicitario de Radio e Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261725|Narrador em Programas de Radio e Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261730|Reporter de Radio e Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261805|Fotografo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261810|Fotografo Publicitario
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261815|Fotografo Retratista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261820|Repórter Fotográfico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261905|Continuista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|261910|Assistente de Direcao (Tv)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262105|Produtor Cultural
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262110|Produtor Cinematografico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262115|Produtor de Radio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262120|Produtor de Teatro
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262125|Produtor de Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262130|Tecnólogo em Produção Fonográfica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262135|Tecnólogo em Produção Audiovisual
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262205|Diretor de Cinema
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262210|Diretor de Programas de Radio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262215|Diretor de Programas de Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262220|Diretor Teatral
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262225|Diretor de Programacao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262230|Diretor de Producao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262235|Diretor Artistico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262305|Cenografo Carnavalesco e Festas Populares
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262310|Cenografo de Cinema
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|262315|Cenografo de Eventos
